,id,building_type,building_subtype,price,living_area,frontages,bedrooms,bathrooms,liv_room_surf,kitchen_type,showers,toilets,basement,terrace,garden,elevator,swimming_pool,status_build,furnished,energy_class,heating,flood_zone,surroundings,zipcode,municipality,group_zipcode,province,price_per_m2
734,9409674,apartment,apartment,424900.0,110.0,2.0,2.0,1.0,38.0,3.0,,2.0,,5.0,0.0,1.0,,2.0,0.0,4.0,Gas,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,3862.7272727272725
4884,10547152,apartment,apartment,435000.0,115.0,2.0,2.0,1.0,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3782.608695652174
5868,10400887,house,house,620000.0,160.0,2.0,4.0,1.0,40.0,0.0,1.0,2.0,1.0,7.0,45.0,,,1.0,0.0,2.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3875.0
5151,10010040,apartment,apartment,650000.0,135.0,2.0,3.0,2.0,,3.0,2.0,2.0,1.0,14.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,4814.814814814815
5175,10502059,apartment,apartment,880000.0,150.0,2.0,3.0,2.0,44.0,3.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,5866.666666666667
5127,10233070,apartment,apartment,545000.0,160.0,,3.0,2.0,54.0,3.0,1.0,2.0,1.0,7.0,0.0,1.0,0.0,3.0,,1.0,,,Urban,1160,Auderghem,1160,Hainaut,3406.25
2941,10563967,house,house,899000.0,244.0,3.0,5.0,3.0,36.0,,3.0,3.0,1.0,5.0,0.0,0.0,,3.0,0.0,2.0,Gas,,,1160,Auderghem,1160,Hainaut,3684.4262295081967
3368,10430546,apartment,apartment-block,849000.0,267.0,3.0,4.0,1.0,40.0,3.0,2.0,3.0,1.0,20.0,100.0,0.0,0.0,2.0,0.0,1.0,,,Isolated,1160,Auderghem,1160,Hainaut,3179.775280898876
2499,10280317,house,mansion,1135000.0,231.0,2.0,4.0,2.0,37.0,0.0,2.0,2.0,1.0,5.0,250.0,,,1.0,0.0,1.0,Gas,,Isolated,1160,Auderghem,1160,Hainaut,4913.419913419913
2199,10513910,apartment,flat-studio,253500.0,46.0,,,1.0,26.0,3.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,,0.0,7.0,Gas,,Urban,1160,Auderghem,1160,Hainaut,5510.869565217391
3593,10438261,apartment,triplex,585000.0,155.0,3.0,4.0,2.0,35.0,2.0,,2.0,1.0,6.0,40.0,,,0.0,0.0,2.0,Gas,,Isolated,1160,Auderghem,1160,Hainaut,3774.1935483870966
2909,10249593,apartment,apartment,215000.0,50.0,2.0,1.0,1.0,,,,,,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Electric,Non flood zone,,1160,Auderghem,1160,Hainaut,4300.0
5570,10554936,apartment,apartment,525000.0,110.0,,3.0,2.0,21.0,3.0,1.0,2.0,1.0,13.0,0.0,1.0,0.0,3.0,1.0,4.0,Gas,,,1160,Auderghem,1160,Hainaut,4772.727272727273
6276,10528952,apartment,apartment,359000.0,72.0,2.0,2.0,2.0,25.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,3.0,1.0,4.0,Electric,,,1160,Auderghem,1160,Hainaut,4986.111111111111
2826,10560065,apartment,apartment,375000.0,97.0,,2.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,4.0,Gas,Possible flood zone,,1160,Auderghem,1160,Hainaut,3865.979381443299
3306,10436044,apartment,apartment-block,630000.0,193.0,2.0,4.0,1.0,,3.0,1.0,2.0,1.0,0.0,40.0,0.0,0.0,2.0,0.0,1.0,Gas,,Isolated,1160,Auderghem,1160,Hainaut,3264.2487046632123
1947,10543217,apartment,apartment,449000.0,156.0,4.0,2.0,1.0,50.0,3.0,1.0,2.0,,15.0,0.0,1.0,0.0,3.0,0.0,3.0,,,Urban,1160,Auderghem,1160,Hainaut,2878.2051282051284
3543,10371154,apartment,ground-floor,335000.0,109.0,3.0,2.0,1.0,33.0,3.0,1.0,1.0,1.0,20.0,0.0,1.0,0.0,3.0,0.0,1.0,Fuel oil,Non flood zone,Countryside,1160,Auderghem,1160,Hainaut,3073.394495412844
4873,10563343,apartment,ground-floor,365000.0,71.0,2.0,1.0,1.0,34.0,2.0,,1.0,,14.0,124.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,5140.845070422535
5096,10318642,apartment,apartment,430000.0,90.0,2.0,2.0,1.0,32.0,3.0,,2.0,1.0,9.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,,,1160,Auderghem,1160,Hainaut,4777.777777777777
3677,10556042,other-property,mixed-use-building,665000.0,250.0,3.0,4.0,2.0,,1.0,,4.0,1.0,0.0,750.0,,,2.0,0.0,1.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,2660.0
3366,10430547,house,house,849000.0,267.0,3.0,4.0,1.0,40.0,3.0,2.0,3.0,1.0,20.0,100.0,0.0,0.0,2.0,0.0,1.0,,,Isolated,1160,Auderghem,1160,Hainaut,3179.775280898876
4049,9825053,apartment,flat-studio,247500.0,48.0,,,1.0,30.0,3.0,,1.0,,8.0,0.0,1.0,0.0,3.0,0.0,1.0,Gas,,Isolated,1160,Auderghem,1160,Hainaut,5156.25
2747,10561068,apartment,apartment,280000.0,60.0,2.0,1.0,1.0,27.0,3.0,,1.0,1.0,5.0,0.0,1.0,0.0,2.0,0.0,5.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,4666.666666666667
5379,10503731,apartment,apartment,390000.0,84.0,,1.0,1.0,32.0,1.0,,1.0,1.0,16.0,0.0,1.0,0.0,3.0,,7.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,4642.857142857143
3319,10436020,other-property,mixed-use-building,695000.0,170.0,2.0,2.0,1.0,,3.0,1.0,4.0,,0.0,0.0,0.0,0.0,3.0,0.0,5.0,Gas,,Urban,1160,Auderghem,1160,Hainaut,4088.235294117647
1876,10395447,apartment,apartment,511500.0,102.0,,2.0,2.0,26.0,3.0,1.0,1.0,,25.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,,Urban,1160,Auderghem,1160,Hainaut,5014.705882352941
5387,10494416,apartment,penthouse,499000.0,102.0,,2.0,2.0,66.0,1.0,,2.0,1.0,10.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,4892.156862745098
5961,10532135,house,house,820000.0,150.0,2.0,4.0,1.0,35.0,1.0,,2.0,1.0,15.0,150.0,0.0,0.0,3.0,0.0,1.0,Gas,,,1160,Auderghem,1160,Hainaut,5466.666666666667
1990,10438259,house,house,585000.0,155.0,3.0,4.0,2.0,35.0,2.0,1.0,2.0,1.0,6.0,40.0,,,0.0,0.0,2.0,Gas,,Isolated,1160,Auderghem,1160,Hainaut,3774.1935483870966
2255,10555749,house,house,519000.0,170.0,2.0,4.0,,29.0,1.0,1.0,1.0,1.0,0.0,100.0,,,,,1.0,Gas,,"Living area (residential, urban or rural)",1160,Auderghem,1160,Hainaut,3052.9411764705883
1747,10567631,house,house,499500.0,138.0,2.0,3.0,1.0,26.0,1.0,,1.0,1.0,20.0,50.0,0.0,0.0,2.0,0.0,1.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,3619.5652173913045
7054,10500927,apartment,penthouse,715000.0,131.0,,2.0,2.0,52.0,3.0,,2.0,1.0,39.0,0.0,1.0,0.0,3.0,0.0,1.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,5458.015267175572
1699,10411393,house,house,335000.0,126.0,3.0,3.0,1.0,32.0,0.0,1.0,1.0,1.0,10.0,60.0,0.0,0.0,1.0,0.0,1.0,,Non flood zone,"Living area (residential, urban or rural)",1160,Auderghem,1160,Hainaut,2658.7301587301586
5330,10494422,apartment,penthouse,820000.0,164.0,,3.0,2.0,32.0,1.0,,2.0,1.0,20.0,0.0,1.0,,3.0,0.0,7.0,Gas,,,1160,Auderghem,1160,Hainaut,5000.0
1946,10565747,house,house,1295000.0,200.0,3.0,4.0,2.0,18.0,1.0,2.0,2.0,1.0,20.0,600.0,0.0,0.0,1.0,0.0,1.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,6475.0
6675,10464438,apartment,apartment,185000.0,,,1.0,,7.0,2.0,,1.0,,0.0,0.0,,,2.0,0.0,1.0,Gas,,,1160,Auderghem,1160,Hainaut,
3541,10501234,apartment,ground-floor,335000.0,87.0,3.0,2.0,1.0,30.0,,-1.0,1.0,1.0,8.0,0.0,1.0,,3.0,,1.0,Gas,,,1160,Auderghem,1160,Hainaut,3850.574712643678
6671,10367223,apartment,flat-studio,175000.0,38.0,,,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,,Non flood zone,Isolated,1160,Auderghem,1160,Hainaut,4605.263157894737
1275,10536741,house,house,799000.0,150.0,2.0,3.0,2.0,20.0,3.0,,3.0,1.0,0.0,100.0,,,3.0,0.0,3.0,Gas,,Isolated,1160,Auderghem,1160,Hainaut,5326.666666666667
9080,10306381,house,house,660000.0,,2.0,3.0,1.0,31.0,2.0,,2.0,1.0,20.0,100.0,0.0,0.0,1.0,0.0,2.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,
1261,10527885,house,house,549000.0,200.0,3.0,5.0,2.0,36.0,1.0,1.0,3.0,,18.0,0.0,0.0,0.0,2.0,0.0,3.0,Gas,,Isolated,1160,Auderghem,1160,Hainaut,2745.0
539,10410375,apartment,apartment,240000.0,59.0,2.0,1.0,1.0,22.0,1.0,,1.0,,3.0,0.0,1.0,,2.0,,3.0,Gas,,"Living area (residential, urban or rural)",1160,Auderghem,1160,Hainaut,4067.7966101694915
1622,10132381,apartment,apartment,531500.0,104.0,2.0,2.0,1.0,41.0,3.0,1.0,1.0,,25.0,0.0,1.0,0.0,3.0,0.0,7.0,,Non flood zone,Urban,1160,Auderghem,1160,Hainaut,5110.576923076923
9045,9782881,apartment,apartment-block,525000.0,170.0,2.0,3.0,1.0,,1.0,1.0,3.0,,0.0,0.0,,,,,1.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,3088.235294117647
1493,10469044,apartment,apartment,350000.0,87.0,2.0,2.0,,,3.0,1.0,1.0,,10.0,0.0,1.0,0.0,3.0,,3.0,Fuel oil,Non flood zone,Urban,1160,Auderghem,1160,Hainaut,4022.9885057471265
9043,10496787,apartment,apartment-block,525000.0,131.0,2.0,2.0,2.0,25.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,4007.6335877862593
318,10531215,apartment,apartment,269000.0,75.0,4.0,2.0,1.0,28.0,1.0,,1.0,,18.0,0.0,1.0,0.0,2.0,0.0,4.0,Gas,,"Living area (residential, urban or rural)",1160,Auderghem,1160,Hainaut,3586.6666666666665
7777,10538782,house,house,675000.0,210.0,3.0,4.0,1.0,20.0,1.0,,2.0,1.0,3.0,48.0,0.0,,0.0,0.0,1.0,Fuel oil,Non flood zone,,1160,Auderghem,1160,Hainaut,3214.285714285714
9044,9782882,house,house,525000.0,170.0,2.0,3.0,1.0,,1.0,1.0,3.0,,0.0,0.0,,,,,1.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,3088.235294117647
1337,10512800,apartment,apartment,179000.0,52.0,3.0,1.0,1.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Gas,Non flood zone,Urban,1160,Auderghem,1160,Hainaut,3442.3076923076924
9181,10533853,other-property,mixed-use-building,1900000.0,525.0,4.0,5.0,3.0,,3.0,2.0,4.0,,42.0,1200.0,0.0,0.0,3.0,0.0,2.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,3619.0476190476193
9192,10373031,house,house,1995000.0,560.0,2.0,5.0,4.0,48.0,3.0,3.0,6.0,,47.0,250.0,1.0,0.0,3.0,0.0,4.0,Gas,Non flood zone,,1160,Auderghem,1160,Hainaut,3562.5
7207,10533857,apartment,apartment,320000.0,75.0,2.0,2.0,1.0,22.0,,,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Gas,,,1160,Auderghem,1160,Hainaut,4266.666666666667
1600,10477060,apartment,flat-studio,257500.0,48.0,,,,,3.0,1.0,1.0,,8.0,0.0,1.0,0.0,3.0,,7.0,,Non flood zone,Urban,1160,Auderghem,1160,Hainaut,5364.583333333333
7706,10328998,house,house,865000.0,262.0,2.0,6.0,1.0,45.0,3.0,2.0,3.0,,20.0,270.0,0.0,0.0,2.0,,4.0,Gas,,,1160,Auderghem,1160,Hainaut,3301.5267175572517
1624,8848343,apartment,apartment,511500.0,102.0,,2.0,1.0,,3.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,3.0,0.0,7.0,,Non flood zone,Urban,1160,Auderghem,1160,Hainaut,5014.705882352941
1223,10430475,house,house,649000.0,277.0,2.0,6.0,2.0,35.0,0.0,1.0,4.0,1.0,40.0,120.0,0.0,0.0,1.0,0.0,2.0,Gas,,Mall,1160,Auderghem,1160,Hainaut,2342.9602888086642
7673,10420890,house,house,640000.0,185.0,,4.0,1.0,30.0,,1.0,3.0,1.0,15.0,85.0,,,0.0,,1.0,Gas,,,1160,Auderghem,1160,Hainaut,3459.4594594594596
673,10441080,apartment,apartment,340000.0,100.0,2.0,2.0,1.0,29.0,1.0,1.0,1.0,,2.0,0.0,1.0,0.0,2.0,0.0,2.0,Gas,,Urban,1160,Auderghem,1160,Hainaut,3400.0
7794,10560892,apartment,apartment,290000.0,92.0,3.0,2.0,1.0,29.0,,,1.0,,3.0,0.0,,,0.0,0.0,3.0,Gas,,"Living area (residential, urban or rural)",1160,Auderghem,1160,Hainaut,3152.1739130434785
1033,10564298,house,house,695000.0,200.0,2.0,,1.0,13.0,,1.0,3.0,,0.0,0.0,0.0,0.0,2.0,,1.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1160,Auderghem,1160,Hainaut,3475.0
1072,10558614,apartment,flat-studio,262500.0,49.0,,,1.0,,2.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,3.0,1.0,1.0,Gas,,Urban,1160,Auderghem,1160,Hainaut,5357.142857142857
1599,10338858,apartment,flat-studio,253500.0,46.0,2.0,,,,3.0,1.0,1.0,,9.0,0.0,1.0,0.0,3.0,0.0,7.0,,Non flood zone,Urban,1160,Auderghem,1160,Hainaut,5510.869565217391
1496,10215375,apartment,penthouse,369000.0,120.0,2.0,3.0,2.0,31.0,3.0,1.0,2.0,1.0,12.0,0.0,1.0,0.0,3.0,0.0,1.0,Fuel oil,,"Living area (residential, urban or rural)",1160,Auderghem,1160,Hainaut,3075.0
6902,10427479,house,house,890000.0,200.0,3.0,3.0,1.0,34.0,3.0,,2.0,1.0,25.0,0.0,0.0,0.0,3.0,0.0,1.0,Gas,,,1170,Watermael-Boitsfort,1170,Hainaut,4450.0
5856,10517565,house,house,575000.0,270.0,2.0,4.0,1.0,45.0,1.0,1.0,1.0,1.0,0.0,75.0,0.0,0.0,1.0,0.0,2.0,Gas,Non flood zone,,1170,Watermael-Boitsfort,1170,Hainaut,2129.6296296296296
5092,10402309,apartment,apartment,400000.0,98.0,,3.0,1.0,31.0,1.0,,2.0,1.0,0.0,0.0,1.0,0.0,,,3.0,Gas,,,1170,Watermael-Boitsfort,1170,Hainaut,4081.6326530612246
577,10412567,apartment,apartment,265000.0,75.0,,2.0,1.0,25.0,1.0,,1.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,5.0,Gas,,Urban,1170,Watermael-Boitsfort,1170,Hainaut,3533.3333333333335
7738,10536686,house,house,1590000.0,300.0,4.0,5.0,3.0,32.0,3.0,1.0,4.0,1.0,20.0,650.0,0.0,0.0,3.0,0.0,1.0,,Non flood zone,,1170,Watermael-Boitsfort,1170,Hainaut,5300.0
6746,10473617,apartment,apartment,360000.0,93.0,2.0,2.0,1.0,31.0,3.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,3.0,1.0,4.0,Gas,,,1170,Watermael-Boitsfort,1170,Hainaut,3870.967741935484
1226,10534960,house,villa,695000.0,145.0,4.0,3.0,1.0,30.0,1.0,1.0,2.0,1.0,50.0,100.0,0.0,0.0,2.0,0.0,1.0,Gas,,Urban,1170,Watermael-Boitsfort,1170,Hainaut,4793.103448275862
824,10383982,apartment,duplex,650000.0,160.0,2.0,2.0,1.0,50.0,3.0,,2.0,1.0,40.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,,"Living area (residential, urban or rural)",1170,Watermael-Boitsfort,1170,Hainaut,4062.5
5124,10340927,apartment,apartment,530000.0,161.0,3.0,3.0,2.0,43.0,3.0,1.0,2.0,1.0,6.0,0.0,1.0,0.0,3.0,0.0,3.0,Electric,,,1170,Watermael-Boitsfort,1170,Hainaut,3291.9254658385094
7705,10461612,house,house,815000.0,275.0,2.0,5.0,2.0,36.0,3.0,,3.0,1.0,12.0,246.0,0.0,0.0,2.0,0.0,3.0,,Non flood zone,,1170,Watermael-Boitsfort,1170,Hainaut,2963.6363636363635
5128,10018580,apartment,apartment,545000.0,160.0,,3.0,2.0,54.0,3.0,1.0,2.0,1.0,7.0,0.0,1.0,,3.0,,1.0,,,Urban,1170,Watermael-Boitsfort,1170,Hainaut,3406.25
70,10567511,house,house,499500.0,138.0,2.0,3.0,1.0,26.0,1.0,,1.0,1.0,20.0,50.0,0.0,0.0,2.0,0.0,1.0,Gas,Non flood zone,Isolated,1170,Watermael-Boitsfort,1170,Hainaut,3619.5652173913045
2411,10421920,house,house,495000.0,120.0,3.0,4.0,2.0,14.0,1.0,,4.0,1.0,0.0,215.0,0.0,,1.0,0.0,1.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1170,Watermael-Boitsfort,1170,Hainaut,4125.0
3473,10558750,house,house,498000.0,201.0,4.0,3.0,1.0,22.0,1.0,,2.0,1.0,15.0,0.0,0.0,0.0,3.0,0.0,4.0,Gas,,"Living area (residential, urban or rural)",1170,Watermael-Boitsfort,1170,Hainaut,2477.6119402985073
6762,10518406,apartment,apartment,415000.0,95.0,2.0,2.0,1.0,30.0,2.0,1.0,2.0,1.0,8.0,0.0,1.0,,0.0,,4.0,Gas,,,1170,Watermael-Boitsfort,1170,Hainaut,4368.421052631579
2017,10564238,apartment,apartment,359000.0,95.0,2.0,2.0,2.0,40.0,1.0,2.0,1.0,1.0,15.0,0.0,1.0,1.0,0.0,0.0,1.0,Gas,Non flood zone,Countryside,1170,Watermael-Boitsfort,1170,Hainaut,3778.9473684210525
5863,10236988,house,house,600000.0,94.0,2.0,2.0,2.0,30.0,2.0,2.0,1.0,1.0,0.0,30.0,,,3.0,0.0,2.0,Gas,Non flood zone,,1170,Watermael-Boitsfort,1170,Hainaut,6382.978723404255
1764,10545132,house,mansion,1480000.0,424.0,3.0,6.0,3.0,45.0,3.0,3.0,4.0,1.0,34.0,0.0,,,3.0,0.0,3.0,Gas,,Countryside,1170,Watermael-Boitsfort,1170,Hainaut,3490.566037735849
5511,10283489,apartment,duplex,380000.0,70.0,2.0,2.0,1.0,10.0,,,1.0,,0.0,0.0,,,2.0,0.0,1.0,Gas,,,1170,Watermael-Boitsfort,1170,Hainaut,5428.571428571428
2696,9978886,apartment,apartment,319000.0,75.0,3.0,2.0,1.0,23.0,3.0,1.0,1.0,,22.0,0.0,1.0,0.0,3.0,0.0,5.0,,,Isolated,1170,Watermael-Boitsfort,1170,Hainaut,4253.333333333333
4828,10182728,house,villa,2500000.0,693.0,4.0,6.0,6.0,81.0,3.0,6.0,9.0,1.0,0.0,1120.0,,,0.0,0.0,1.0,Fuel oil,,,1170,Watermael-Boitsfort,1170,Hainaut,3607.5036075036073
4703,10463835,house,house,780000.0,241.0,2.0,3.0,1.0,40.0,1.0,,2.0,1.0,8.0,100.0,0.0,0.0,0.0,0.0,3.0,Gas,,,1170,Watermael-Boitsfort,1170,Hainaut,3236.514522821577
7684,10503278,house,house,715000.0,230.0,2.0,5.0,1.0,16.0,1.0,,2.0,1.0,0.0,175.0,,,0.0,0.0,2.0,Gas,,,1170,Watermael-Boitsfort,1170,Hainaut,3108.695652173913
1471,10514441,apartment,apartment,495000.0,151.0,2.0,4.0,2.0,38.0,1.0,2.0,2.0,1.0,28.0,0.0,1.0,0.0,0.0,0.0,5.0,Gas,Non flood zone,Isolated,1170,Watermael-Boitsfort,1170,Hainaut,3278.1456953642382
7718,10521246,house,town-house,1055000.0,240.0,2.0,4.0,2.0,20.0,1.0,,3.0,,14.0,100.0,0.0,0.0,3.0,,6.0,Gas,Non flood zone,Fitted out,1170,Watermael-Boitsfort,1170,Hainaut,4395.833333333333
4297,10125090,house,house,1195000.0,230.0,2.0,4.0,2.0,44.0,3.0,1.0,3.0,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,,Non flood zone,Isolated,1170,Watermael-Boitsfort,1170,Hainaut,5195.652173913043
2701,10491582,apartment,ground-floor,335000.0,63.0,,2.0,1.0,12.0,3.0,,1.0,1.0,20.0,70.0,0.0,,3.0,0.0,3.0,Gas,,Urban,1170,Watermael-Boitsfort,1170,Hainaut,5317.460317460317
1879,10549849,house,house,990000.0,370.0,4.0,5.0,1.0,,,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fuel oil,,,1170,Watermael-Boitsfort,1170,Hainaut,2675.675675675676
7074,10567685,apartment,flat-studio,195000.0,51.0,2.0,1.0,1.0,31.0,2.0,,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,6.0,Gas,Non flood zone,Urban,1170,Watermael-Boitsfort,1170,Hainaut,3823.529411764706
4789,10522042,house,house,1145000.0,230.0,2.0,4.0,3.0,44.0,3.0,3.0,3.0,,28.0,0.0,0.0,0.0,3.0,,6.0,,Non flood zone,"Living area (residential, urban or rural)",1170,Watermael-Boitsfort,1170,Hainaut,4978.260869565217
1455,10511747,apartment,apartment,399000.0,135.0,4.0,3.0,1.0,45.0,1.0,,1.0,1.0,15.0,0.0,,,2.0,,3.0,Gas,,"Living area (residential, urban or rural)",1170,Watermael-Boitsfort,1170,Hainaut,2955.5555555555557
1308,10515534,house,house,1480000.0,425.0,3.0,6.0,3.0,,3.0,1.0,3.0,1.0,17.0,1020.0,0.0,0.0,2.0,,3.0,Gas,,Urban,1170,Watermael-Boitsfort,1170,Hainaut,3482.3529411764707
2879,10125076,house,house,1195000.0,230.0,2.0,4.0,2.0,44.0,3.0,1.0,3.0,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,,Non flood zone,Isolated,1170,Watermael-Boitsfort,1170,Hainaut,5195.652173913043
5161,10425079,apartment,penthouse,715000.0,175.0,2.0,2.0,1.0,65.0,3.0,,2.0,1.0,76.0,0.0,1.0,0.0,3.0,,2.0,Gas,,,1170,Watermael-Boitsfort,1170,Hainaut,4085.714285714286
1460,10274694,apartment,apartment,450000.0,133.0,2.0,2.0,2.0,45.0,3.0,1.0,2.0,1.0,26.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,Isolated,1170,Watermael-Boitsfort,1170,Hainaut,3383.4586466165415
896,10551226,house,house,888000.0,300.0,2.0,5.0,3.0,31.0,3.0,2.0,3.0,1.0,40.0,400.0,0.0,0.0,3.0,0.0,2.0,,Non flood zone,Isolated,1170,Watermael-Boitsfort,1170,Hainaut,2960.0
1406,10373036,apartment,apartment,265000.0,72.0,2.0,2.0,1.0,35.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Gas,,"Living area (residential, urban or rural)",1180,Uccle,1180,West Flanders,3680.5555555555557
6703,10529618,apartment,apartment,595000.0,184.0,2.0,4.0,1.0,74.0,1.0,,2.0,,16.0,0.0,1.0,,2.0,0.0,4.0,,Non flood zone,,1180,Uccle,1180,West Flanders,3233.695652173913
8524,10430497,apartment,duplex,1450000.0,267.0,3.0,4.0,2.0,80.0,3.0,2.0,5.0,,20.0,0.0,1.0,1.0,3.0,0.0,4.0,Gas,,,1180,Uccle,1180,West Flanders,5430.711610486891
3519,10483549,apartment,apartment,475000.0,135.0,3.0,3.0,3.0,,1.0,2.0,2.0,1.0,17.0,50.0,1.0,0.0,1.0,0.0,1.0,Electric,,Isolated,1180,Uccle,1180,West Flanders,3518.5185185185187
3550,10385727,apartment,apartment,345000.0,120.0,2.0,2.0,1.0,40.0,2.0,,1.0,,0.0,0.0,1.0,0.0,3.0,,1.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1180,Uccle,1180,West Flanders,2875.0
5201,10554354,apartment,flat-studio,245000.0,80.0,2.0,1.0,1.0,,,,,,13.0,10.0,0.0,0.0,,0.0,3.0,Gas,Non flood zone,,1180,Uccle,1180,West Flanders,3062.5
6322,10057516,apartment,apartment,790000.0,153.0,,3.0,1.0,40.0,3.0,1.0,2.0,1.0,11.0,0.0,1.0,0.0,2.0,0.0,5.0,Gas,,,1180,Uccle,1180,West Flanders,5163.398692810458
3520,9907251,apartment,triplex,495000.0,106.0,3.0,2.0,1.0,46.0,1.0,1.0,2.0,,0.0,0.0,,,2.0,,1.0,Gas,,Urban,1180,Uccle,1180,West Flanders,4669.811320754717
6324,10007348,apartment,penthouse,730000.0,,2.0,3.0,3.0,,3.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,Gas,,Isolated,1180,Uccle,1180,West Flanders,
5191,10514748,apartment,apartment,1995000.0,280.0,,3.0,,,3.0,2.0,4.0,1.0,34.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,,1180,Uccle,1180,West Flanders,7125.0
8513,10523271,apartment,apartment,875000.0,192.0,3.0,3.0,2.0,50.0,3.0,,3.0,,25.0,1000.0,1.0,,3.0,0.0,4.0,Gas,,"Living area (residential, urban or rural)",1180,Uccle,1180,West Flanders,4557.291666666667
6341,10313443,apartment,apartment,1250000.0,326.0,2.0,5.0,2.0,47.0,3.0,,4.0,1.0,14.0,390.0,1.0,0.0,2.0,0.0,4.0,Gas,Non flood zone,,1180,Uccle,1180,West Flanders,3834.3558282208587
6715,10389878,apartment,apartment,1250000.0,170.0,2.0,2.0,2.0,,3.0,2.0,3.0,1.0,30.0,0.0,,,3.0,0.0,4.0,Gas,,,1180,Uccle,1180,West Flanders,7352.941176470588
6340,10000763,apartment,apartment,1100000.0,,2.0,4.0,3.0,57.0,3.0,3.0,4.0,,190.0,0.0,,,3.0,0.0,2.0,Gas,,Isolated,1180,Uccle,1180,West Flanders,
8515,10379159,apartment,apartment,1150000.0,180.0,2.0,3.0,3.0,66.0,3.0,1.0,,1.0,24.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,,1180,Uccle,1180,West Flanders,6388.888888888889
8516,10174757,apartment,apartment,1150000.0,180.0,3.0,3.0,2.0,51.0,,,2.0,1.0,30.0,0.0,1.0,,3.0,0.0,5.0,Gas,,,1180,Uccle,1180,West Flanders,6388.888888888889
2281,10560049,apartment,apartment,970000.0,227.0,4.0,3.0,2.0,,0.0,,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,Gas,,,1180,Uccle,1180,West Flanders,4273.127753303965
6713,10372152,apartment,apartment,1050000.0,180.0,4.0,3.0,2.0,65.0,3.0,,4.0,1.0,25.0,0.0,1.0,,3.0,0.0,4.0,Gas,,,1180,Uccle,1180,West Flanders,5833.333333333333
6700,10522305,apartment,apartment,247000.0,78.0,2.0,2.0,1.0,14.0,,,1.0,1.0,5.0,0.0,,,0.0,0.0,3.0,,,,1180,Uccle,1180,West Flanders,3166.6666666666665
