,url,Available as of,Available date,Construction year,Floor,Number of floors,Building condition,Street frontage width,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Armored door,Terrace,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Unnamed: 31,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Tenement building,Address,Website,External reference,Covered parking spaces,As built plan,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Neighbourhood or locality,Outdoor parking spaces,Virtual visit,Office surface,Office,Intercom,Total ground floor buildable,Cadastral income,Garden surface,Visio phone,Terrace surface,TV cable,Thermic solar panels,Garden,Garden orientation,Photovoltaic solar panels,Property name,Conformity certification for fuel tanks,Monthly charges,Dining room,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water & electricity",Secure access / alarm,Living room,Caretaker,Obligation to build,Bedroom 5 surface,Professional space surface,Attic,Agent's name,Dressing room,How many fireplaces?,Laundry room,Terrace orientation,Common water heater,E-level (overall energy performance),Isolated,Professional space,Land is facing street,Wooded land,Plot at rear,Flat land,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Type of building,Number of annexes,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,EPC description,Extra information,Value of the property,Sea view,Current monthly revenue,Age of annuitants,Venue of the sale,Single session,Terms of visit,Starting price,Percentage rented
78,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/brakel/9660/10560751,At delivery,November 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,20  kWh/m²  kilowatt hour per square meters,A,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5340559,6.0,,Yes,,No,No,Non flood zone,,Oost-Vlaanderen,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lier/2500/10562696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Antwerpsesteenweg 359 2500  - Lier,http://www.heylenvastgoed.be,74204 - NWB-22-KLU-2,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/geraardsbergen/9500/10557395,At delivery,January 15 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5339892,1.0,,Yes,Yes,No,No,Possible flood zone,,Oost-Vlaanderen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/olen/2250/10517953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Grote Markt 10 2200  - HERENTALS,http://www.heylenvastgoed.be,47015 - NWB-22-DHE-0,,,Yes,No,,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/tournai/7500/9532333,,December 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Classe A ou B en fonction des appartements,Not specified,Not specified,,,,No,"rue Saint-Martin, 5 7500  - Tournai",http://www.relayimmo.be,3090 -,,,Yes,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/10494364,,September 1 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,55  kWh/m²  kilowatt hour per square meters,B,,B,Not specified,Not specified,,,,No,Place Brugmann 10B 1050  - Ixelles,http://www.vaneau-lecobel.be,5305093,,,Yes,,No,,Non flood zone,,Bruxelles Sud,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evergem%20sleidinge/9940/10563592,At delivery,January 15 2025 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5341802,1.0,,,,,,Non flood zone,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/otegem/8553/10559828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Burg Gillonlaan 115 8500  - Kortrijk,http://www.immobeguin.be/,26418 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/10560805,At delivery,October 31 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,93  kWh/m²  kilowatt hour per square meters,B,,B,23 kg CO₂/m²,Not specified,,,,No,Av. Reine Astrid 215 1410  - Waterloo,http://www.latouretpetit.be,5341112,12.0,,,,,,Non flood zone,,2 - BRABANT WALLON,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/tielt-winge/3390/10531704,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kardinaal Mercierlaan 81 3001  - Heverlee,http://www.living-stone.be,5324208,1.0,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-op-den-berg/2220/10554841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Theofiel De Biestraat 11 2220  - Heist-op-den-Berg,http://www.heylenvastgoed.be,20577 - NWB-21-FVD-0,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent%20sint-amandsberg/9040/10557390,At delivery,August 1 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5339804,1.0,,Yes,Yes,No,No,Non flood zone,,Gent en omstreken,2.0,,,,,86  m²  square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deinze/9800/10563685,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,1  kWh/m²  kilowatt hour per square meters,A,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5342298,10.0,,Yes,Yes,No,No,Non flood zone,,Gent en omstreken,101.0,,,,,,€ 1  1 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/olen/2250/10557604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Grote Markt 10 2200  - HERENTALS,http://www.heylenvastgoed.be,65386 - NWB-22-DHE-0,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/rijmenam/2820/10235101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Theofiel De Biestraat 11 2220  - Heist-op-den-Berg,http://www.heylenvastgoed.be,31152 - NWB-21-FVD-1,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/10199441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Industrieweg 76 9032  - Wondelgem,http://www.oryx-projects.be,TONDELIER WONINGEN I,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/10310821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Industrieweg 76 9032  - Wondelgem,http://www.oryx-projects.be,TONDELIER WONINGEN I,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/westerlo/2260/10556366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Grote Markt 10 2200  - HERENTALS,http://www.heylenvastgoed.be,79521 - NWB-23-DHE-0,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/stekene/9190/10139789,,June 30 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Dorpsstraat, 21 9190  - Stekene",http://www.vanhoyevastgoed.be,6299 -,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/itegem/2222/10375094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Bergstraat 184 2220  - Heist op den Berg,http://www.cm-vastgoed.be,4654 -,,,Yes,Yes,,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/beuzet/5030/10554011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Chaussee de Charleroi 59 B 5030  - Gembloux,http://www.trevitessier.be,297 -,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/bierbeek/3360/10439968,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Hoogstraat 2 bus 1 3360  - Bierbeek,,,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/noorderwijk/2200/10553535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Grote Markt 10 2200  - HERENTALS,http://www.heylenvastgoed.be,79125 - NWB-23-DHE-0,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent%20gentbrugge/9050/10547350,At delivery,December 31 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,20  kWh/m²  kilowatt hour per square meters,A,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5334016,1.0,,Yes,Yes,No,,Non flood zone,,Oost-Vlaanderen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/assesse/5330/10466081,At delivery,June 30 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,80  kWh/m²  kilowatt hour per square meters,A,,11111,18 kg CO₂/m²,Not specified,,,,No,Chaussée de Marche 474 5101  - Erpent,http://www.latouretpetit.be,5280093,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/herenthout/2270/10564722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Grote Markt 10 2200  - HERENTALS,http://www.heylenvastgoed.be,36421 - NWB-21-DHE-2,,,Yes,No,,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gavere/9890/10544945,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5330926,1.0,,Yes,No,No,No,Non flood zone,,Oost-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/geraardsbergen%20moerbeke/9500/10544766,At delivery,January 15 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5329768,,,Yes,Yes,,,Possible flood zone,,Oost-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/libramont-chevigny/6800/10477178,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Avenue de Bouillon 92 6800  - Libramont,https://honesty.be/,5296478,,,,,,,,,Zone Centre Province du Luxembourg,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/petit-roeulx-lez-nivelles/7181/9414230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105  kWh/m²  kilowatt hour per square meters,B,,Not specified,Not specified,Not specified,,,,No,"Avenue Franklin Roosevelt 104/29, 1330  - Rixensart",http://www.millenium-properties.be,559 -,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/machelen/1830/10493206,,March 1 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Avenue Louise 200 1050  - Ixelles,http://www.trevi.be,242252 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/10310822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Industrieweg 76 9032  - Wondelgem,http://www.oryx-projects.be,WONINGEN_KEIZERPOORT,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/melsele/9120/10545800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Vesten 47 9120  - Beveren,,2199 -,,,Yes,Yes,No,No,Non flood zone,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/10215952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Industrieweg 76 9032  - Wondelgem,http://www.oryx-projects.be,WONINGEN_KEIZERPOORT,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/bruxelles/1130/10513174,,March 1 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,1  kWh/m²  kilowatt hour per square meters,A,,Not specified,1 kg CO₂/m²,Not specified,,,,No,Avenue Louise 200 1050  - Ixelles,http://www.trevi.be,240825 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/wielsbeke/8710/10562540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Roterijstraat, 202 8793  - Waregem",http://www.immobeguin.be/,26411 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent%20mariakerke/9030/10544884,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5330659,,,Yes,No,Yes,No,Non flood zone,,Gent en omstreken,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/beveren/9120/10545790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Vesten 47 9120  - Beveren,,2273 -,,,,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evergem%20sleidinge/9940/10563592,At delivery,January 15 2025 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5341802,1.0,,,,,,Non flood zone,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/zaventem/1930/10533895,At delivery,December 29 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,99  kWh/m²  kilowatt hour per square meters,A,,1,20 kg CO₂/m²,Not specified,,,,No,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,http://www.latouretpetit.be,5326208,32.0,,,,,,Non flood zone,,3. BRABANT FLAMAND,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9052/10556466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Kortrijksesteenweg, 390 bus 001 9000  - Gent",http://www.axellenaerts.be,19104 -,,,Yes,,No,No,Non flood zone,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/haasdonk/9120/10545778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Vesten 47 9120  - Beveren,,2264 -,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/deinze/9800/10544893,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint-Denijslaan 1 9000  - Gent,http://www.immodavinci.be,5330678,,,Yes,No,No,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/erpe-mere/9420/10546448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,EPB-nieuwbouw,Not specified,Not specified,,,,No,Parklaan 63 9300  - Aalst,http://www.bricksimmo.be,19890 -,,,Yes,,,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/berlaar/2590/10429015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Theofiel De Biestraat 11 2220  - Heist-op-den-Berg,http://www.heylenvastgoed.be,13593 - NWB-21-FVD-1,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/staden/8840/10532804,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rijselstraat 25 8900  - Ieper,,,,,Yes,No,No,No,Possible flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/witgoor/2480/10355222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Markt 20 2440  - Geel,http://www.heylenvastgoed.be,73878 - NWB-22-SSC-0,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/leuze-en-hainaut/7900/8018096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Boulevard Lalaing 1 7500  - Tournai,http://www.immo123.info,2044 -,,,Yes,Yes,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/rochefort/5580/10502680,,December 31 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Chaussée de Liège 205 5100  - Jambes,http://www.immolux.eu,317 -,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/westouter/8954/10520608,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Ieperstraat 35 8970  - Poperinge,http://www.immofrancois.be,,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/geel/2440/9214164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Markt 20 2440  - Geel,http://www.heylenvastgoed.be,20572 - NWB-21-SSC-0,29.0,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/la%20louviere/7100/10472832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rue Seutin 2 1400  - Nivelles,,,,,Yes,Yes,No,No,Non flood zone,,LA MALOGNE,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
